Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,sexe,LC,Escape,Sa,Va,Du,Al,Gr,Co,Ca,type,commentaire,fond,,Site,Transect,section,sexe,LC
3725,9,7,2013,Rdoucette,,,,,18,I8,1,10,i,14,,,,,,,,,,,,,,,,,
3726,9,7,2013,Rdoucette,,,,,18,I8,1,10,m,21,,,,,,,,,,,,,,,,,
3727,9,7,2013,Rdoucette,,,,,18,I8,1,11,f,24,,,,,,,,,,,,,,,,,
3728,9,7,2013,Rdoucette,,,,,18,I8,1,11,f,30,,,,,,,,,,,,,,,,,
3729,9,7,2013,Rdoucette,,,,,18,I8,1,11,i,13,,,,,,,,,,,,,,,,,
3730,9,7,2013,Rdoucette,,,,,18,I8,1,11,i,14,,,,,,,,,,,,,,,,,
3731,9,7,2013,Rdoucette,,,,,18,I8,1,11,i,15,,,,,,,,,,,,,,,,,
3732,9,7,2013,Rdoucette,,,,,18,I8,1,12,m,28,,,,,,,,,,,,,,,,,
3733,9,7,2013,Rdoucette,,,,,18,I8,1,12,i,10,,,,,,,,,,,,,,,,,
3734,9,7,2013,Rdoucette,,,,,18,I8,1,12,m,34,,,,,,,,,,,,,,,,,
3735,9,7,2013,Rdoucette,,,,,18,I8,1,12,i,16,,,,,,,,,,,,,,,,,
3736,9,7,2013,Rdoucette,,,,,18,I8,1,13,f,53,,,,,,,,,,,,,,,,,
3737,9,7,2013,Rdoucette,,,,,18,I8,1,13,f,38,,,,,,,,,,,,,,,,,
3738,9,7,2013,Rdoucette,,,,,18,I8,1,13,i,14,,,,,,,,,,,,,,,,,
3739,9,7,2013,Rdoucette,,,,,18,I8,1,13,m,22,,,,,,,,,,,,,,,,,
3740,9,7,2013,Rdoucette,,,,,18,I8,1,13,m,25,,,,,,,,,,,,,,,,,
3741,9,7,2013,Rdoucette,,,,,18,I8,1,13,f,30,,,,,,,,,,,,,,,,,
3742,9,7,2013,Rdoucette,,,,,18,I8,1,14,f,24,,,,,,,,,,,,,,,,,
3743,9,7,2013,Rdoucette,,,,,18,I8,1,14,i,14,,,,,,,,,,,,,,,,,
3744,9,7,2013,Rdoucette,,,,,18,I8,1,14,i,15,,,,,,,,,,,,,,,,,
3745,9,7,2013,Rdoucette,,,,,18,I8,1,14,m,41,,,,,,,,,,,,,,,,,
3746,9,7,2013,Rdoucette,,,,,18,I8,1,14,i,15,,,,,,,,,,,,,,,,,
3747,9,7,2013,Rdoucette,,,,,18,I8,1,14,m,46,,,,,,,,,,,,,,,,,
3748,9,7,2013,Rdoucette,,,,,18,I8,1,14,i,15,,,,,,,,,,,,,,,,,
3749,9,7,2013,Rdoucette,,,,,18,I8,1,15,i,12,,,,,,,,,,,,,,,,,
3750,9,7,2013,Rdoucette,,,,,18,I8,1,15,m,26,,,,,,,,,,,,,,,,,
3751,9,7,2013,Rdoucette,,,,,18,I8,1,15,i,18,,,,,,,,,,,,,,,,,
3752,9,7,2013,Mcomeau,,,,,15,I8,2,1,m,36,,,,,,,,,,,,,,,,,
3753,9,7,2013,Mcomeau,,,,,15,I8,2,1,f,49,,,,,,,,,,,,,,,,,
3754,9,7,2013,Mcomeau,,,,,15,I8,2,1,i,15,,,,,,,,,,,,,,,,,
3755,9,7,2013,Mcomeau,,,,,15,I8,2,1,i,12,,,,,,,,,,,,,,,,,
3756,9,7,2013,Mcomeau,,,,,15,I8,2,1,m,27,,,,,,,,,,,,,,,,,
3757,9,7,2013,Mcomeau,,,,,15,I8,2,1,m,28,,,,,,,,,,,,,,,,,
3758,9,7,2013,Mcomeau,,,,,15,I8,2,1,f,32,,,,,,,,,,,,,,,,,
3759,9,7,2013,Mcomeau,,,,,15,I8,2,2,f,40,,,,,,,,,,,,,,,,,
3760,9,7,2013,Mcomeau,,,,,15,I8,2,2,b1,72,,,,,,,,,,,,,,,,,
3761,9,7,2013,Mcomeau,,,,,15,I8,2,2,f,26,,,,,,,,,,,,,,,,,
3762,9,7,2013,Mcomeau,,,,,15,I8,2,2,m,25,,,,,,,,,,,,,,,,,
3763,9,7,2013,Mcomeau,,,,,15,I8,2,2,i,13,,,,,,,,,,,,,,,,,
3764,9,7,2013,Mcomeau,,,,,15,I8,2,2,i,12,,,,,,,,,,,,,,,,,
3765,9,7,2013,Mcomeau,,,,,15,I8,2,2,i,18,,,,,,,,,,,,,,,,,
3766,9,7,2013,Mcomeau,,,,,15,I8,2,2,m,75,,,,,,,,,,,,,,,,,
3767,9,7,2013,Mcomeau,,,,,15,I8,2,2,f,67,,,,,,,,,,,,,,,,,
3768,9,7,2013,Mcomeau,,,,,15,I8,2,2,i,14,,,,,,,,,,,,,,,,,
3769,9,7,2013,Mcomeau,,,,,15,I8,2,2,f,27,,,,,,,,,,,,,,,,,
3770,9,7,2013,Mcomeau,,,,,15,I8,2,2,f,64,,,,,,,,,,,,,,,,,
3771,9,7,2013,Mcomeau,,,,,15,I8,2,2,f,26,,,,,,,,,,,,,,,,,
3772,9,7,2013,Mcomeau,,,,,15,I8,2,2,f,26,,,,,,,,,,,,,,,,,
3773,9,7,2013,Mcomeau,,,,,15,I8,2,2,f,67,,,,,,,,,,,,,,,,,
3774,9,7,2013,Mcomeau,,,,,15,I8,2,2,m,36,,,,,,,,,,,,,,,,,
3775,9,7,2013,Mcomeau,,,,,15,I8,2,2,f,60,,,,,,,,,,,,,,,,,
3776,9,7,2013,Mcomeau,,,,,15,I8,2,3,i,16,,,,,,,,,,,,,,,,,
3777,9,7,2013,Mcomeau,,,,,15,I8,2,3,m,29,,,,,,,,,,,,,,,,,
3778,9,7,2013,Mcomeau,,,,,15,I8,2,3,b3,89,,,,,,,,,,,,,,,,,
3779,9,7,2013,Mcomeau,,,,,15,I8,2,3,f,33,,,,,,,,,,,,,,,,,
3780,9,7,2013,Mcomeau,,,,,15,I8,2,3,i,12,,,,,,,,,,,,,,,,,
3781,9,7,2013,Mcomeau,,,,,15,I8,2,3,i,16,,,,,,,,,,,,,,,,,
3782,9,7,2013,Mcomeau,,,,,15,I8,2,3,i,12,,,,,,,,,,,,,,,,,
3783,9,7,2013,Mcomeau,,,,,15,I8,2,3,f,33,,,,,,,,,,,,,,,,,
3784,9,7,2013,Mcomeau,,,,,15,I8,2,3,f,68,,,,,,,,,,,,,,,,,
3785,9,7,2013,Mcomeau,,,,,15,I8,2,3,f,27,,,,,,,,,,,,,,,,,
3786,9,7,2013,Mcomeau,,,,,15,I8,2,3,f,38,,,,,,,,,,,,,,,,,
3787,9,7,2013,Mcomeau,,,,,15,I8,2,3,f,65,,,,,,,,,,,,,,,,,
3788,9,7,2013,Mcomeau,,,,,15,I8,2,3,i,15,,,,,,,,,,,,,,,,,
3789,9,7,2013,Mcomeau,,,,,15,I8,2,4,f,48,,,,,,,,,,,,,,,,,
3790,9,7,2013,Mcomeau,,,,,15,I8,2,4,m,31,,,,,,,,,,,,,,,,,
3791,9,7,2013,Mcomeau,,,,,15,I8,2,4,i,16,,,,,,,,,,,,,,,,,
3792,9,7,2013,Mcomeau,,,,,15,I8,2,4,m,31,,,,,,,,,,,,,,,,,
3793,9,7,2013,Mcomeau,,,,,15,I8,2,4,m,36,,,,,,,,,,,,,,,,,
3794,9,7,2013,Mcomeau,,,,,15,I8,2,4,m,32,,,,,,,,,,,,,,,,,
3795,9,7,2013,Mcomeau,,,,,15,I8,2,4,i,17,,,,,,,,,,,,,,,,,
3796,9,7,2013,Mcomeau,,,,,15,I8,2,4,f,50,,,,,,,,,,,,,,,,,
3797,9,7,2013,Mcomeau,,,,,15,I8,2,4,m,36,,,,,,,,,,,,,,,,,
3798,9,7,2013,Mcomeau,,,,,15,I8,2,4,f,27,,,,,,,,,,,,,,,,,
3799,9,7,2013,Mcomeau,,,,,15,I8,2,4,f,37,,,,,,,,,,,,,,,,,
3800,9,7,2013,Mcomeau,,,,,15,I8,2,4,m,36,,,,,,,,,,,,,,,,,
3801,9,7,2013,Mcomeau,,,,,15,I8,2,4,f,58,,,,,,,,,,,,,,,,,
3802,9,7,2013,Mcomeau,,,,,15,I8,2,4,i,13,,,,,,,,,,,,,,,,,
3803,9,7,2013,Mcomeau,,,,,15,I8,2,4,m,56,,,,,,,,,,,,,,,,,
3804,9,7,2013,Mcomeau,,,,,15,I8,2,4,f,56,,,,,,,,,,,,,,,,,
3805,9,7,2013,Mcomeau,,,,,15,I8,2,4,f,24,,,,,,,,,,,,,,,,,
3806,9,7,2013,Mcomeau,,,,,15,I8,2,4,f,32,,,,,,,,,,,,,,,,,
3807,9,7,2013,Mcomeau,,,,,15,I8,2,5,f,37,,,,,,,,,,,,,,,,,
3808,9,7,2013,Mcomeau,,,,,15,I8,2,5,m,31,,,,,,,,,,,,,,,,,
3809,9,7,2013,Mcomeau,,,,,15,I8,2,5,m,33,,,,,,,,,,,,,,,,,
3810,9,7,2013,Mcomeau,,,,,15,I8,2,5,m,37,,,,,,,,,,,,,,,,,
3811,9,7,2013,Mcomeau,,,,,15,I8,2,5,i,13,,,,,,,,,,,,,,,,,
3812,9,7,2013,Mcomeau,,,,,15,I8,2,5,i,16,,,,,,,,,,,,,,,,,
3813,9,7,2013,Mcomeau,,,,,15,I8,2,5,m,33,,,,,,,,,,,,,,,,,
3814,9,7,2013,Mcomeau,,,,,15,I8,2,5,f,80,,,,,,,,,,,,,,,,,
3815,9,7,2013,Mcomeau,,,,,15,I8,2,5,m,25,,,,,,,,,,,,,,,,,
3816,9,7,2013,Mcomeau,,,,,15,I8,2,5,i,16,,,,,,,,,,,,,,,,,
3817,9,7,2013,Mcomeau,,,,,15,I8,2,5,m,36,,,,,,,,,,,,,,,,,
3818,9,7,2013,Mcomeau,,,,,15,I8,2,5,m,75,,,,,,,,,,,,,,,,,
3819,9,7,2013,Mcomeau,,,,,15,I8,2,6,f,65,,,,,,,,,,,,,,,,,
3820,9,7,2013,Mcomeau,,,,,15,I8,2,6,m,36,,,,,,,,,,,,,,,,,
3821,9,7,2013,Mcomeau,,,,,15,I8,2,6,i,10,,,,,,,,,,,,,,,,,
3822,9,7,2013,Mcomeau,,,,,15,I8,2,6,f,55,,,,,,,,,,,,,,,,,
3823,9,7,2013,Mcomeau,,,,,15,I8,2,6,f,32,,,,,,,,,,,,,,,,,
3824,9,7,2013,Mcomeau,,,,,15,I8,2,6,f,37,,,,,,,,,,,,,,,,,
3825,9,7,2013,Mcomeau,,,,,15,I8,2,6,f,25,,,,,,,,,,,,,,,,,
3826,9,7,2013,Mcomeau,,,,,15,I8,2,6,f,65,,,,,,,,,,,,,,,,,
3827,9,7,2013,Mcomeau,,,,,15,I8,2,6,f,41,,,,,,,,,,,,,,,,,
3828,9,7,2013,Mcomeau,,,,,15,I8,2,6,m,25,,,,,,,,,,,,,,,,,
3829,9,7,2013,Mcomeau,,,,,15,I8,2,7,m,34,,,,,,,,,,,,,,,,,
3830,9,7,2013,Mcomeau,,,,,15,I8,2,7,m,25,,,,,,,,,,,,,,,,,
3831,9,7,2013,Mcomeau,,,,,15,I8,2,7,f,34,,,,,,,,,,,,,,,,,
3832,9,7,2013,Mcomeau,,,,,15,I8,2,8,f,41,,,,,,,,,,,,,,,,,
3833,9,7,2013,Mcomeau,,,,,15,I8,2,8,m,48,,,,,,,,,,,,,,,,,
3834,9,7,2013,Mcomeau,,,,,15,I8,2,8,f,87,,,,,,,,,,,,,,,,,
3835,9,7,2013,Mcomeau,,,,,15,I8,2,8,m,45,,,,,,,,,,,,,,,,,
3836,9,7,2013,Mcomeau,,,,,15,I8,2,8,i,16,,,,,,,,,,,,,,,,,
3837,9,7,2013,Mcomeau,,,,,15,I8,2,8,i,15,,,,,,,,,,,,,,,,,
3838,9,7,2013,Mcomeau,,,,,15,I8,2,8,m,36,,,,,,,,,,,,,,,,,
3839,9,7,2013,Mcomeau,,,,,15,I8,2,8,m,29,,,,,,,,,,,,,,,,,
3840,9,7,2013,Mcomeau,,,,,15,I8,2,8,f,43,,,,,,,,,,,,,,,,,
3841,9,7,2013,Mcomeau,,,,,15,I8,2,8,m,28,,,,,,,,,,,,,,,,,
3842,9,7,2013,Mcomeau,,,,,15,I8,2,8,m,20,,,,,,,,,,,,,,,,,
3843,9,7,2013,Mcomeau,,,,,15,I8,2,8,m,30,,,,,,,,,,,,,,,,,
3844,9,7,2013,Mcomeau,,,,,15,I8,2,8,m,44,,,,,,,,,,,,,,,,,
3845,9,7,2013,Mcomeau,,,,,15,I8,2,9,f,70,,,,,,,,,,,,,,,,,
3846,9,7,2013,Mcomeau,,,,,15,I8,2,9,i,5,,,,,,,,,,,,,,,,,
3847,9,7,2013,Mcomeau,,,,,15,I8,2,9,m,25,,,,,,,,,,,,,,,,,
3848,9,7,2013,Mcomeau,,,,,15,I8,2,9,m,40,,,,,,,,,,,,,,,,,
3849,9,7,2013,Mcomeau,,,,,15,I8,2,9,i,15,,,,,,,,,,,,,,,,,
3850,9,7,2013,Mcomeau,,,,,15,I8,2,9,i,11,,,,,,,,,,,,,,,,,
3851,9,7,2013,Mcomeau,,,,,15,I8,2,9,f,30,,,,,,,,,,,,,,,,,
3852,9,7,2013,Mcomeau,,,,,15,I8,2,9,m,33,,,,,,,,,,,,,,,,,
3853,9,7,2013,Mcomeau,,,,,15,I8,2,9,f,72,,,,,,,,,,,,,,,,,
3854,9,7,2013,Mcomeau,,,,,15,I8,2,10,f,31,,,,,,,,,,,,,,,,,
3855,9,7,2013,Mcomeau,,,,,15,I8,2,10,m,26,,,,,,,,,,,,,,,,,
3856,9,7,2013,Mcomeau,,,,,15,I8,2,10,f,24,,,,,,,,,,,,,,,,,
3857,9,7,2013,Mcomeau,,,,,15,I8,2,11,f,24,,,,,,,,,,,,,,,,,
3858,9,7,2013,Mcomeau,,,,,15,I8,2,11,m,24,,,,,,,,,,,,,,,,,
3859,9,7,2013,Mcomeau,,,,,15,I8,2,11,m,33,,,,,,,,,,,,,,,,,
3860,9,7,2013,Mcomeau,,,,,15,I8,2,11,i,12,,,,,,,,,,,,,,,,,
3861,9,7,2013,Mcomeau,,,,,15,I8,2,11,f,29,,,,,,,,,,,,,,,,,
3862,9,7,2013,Mcomeau,,,,,15,I8,2,11,f,66,,,,,,,,,,,,,,,,,
3863,9,7,2013,Mcomeau,,,,,15,I8,2,11,m,29,,,,,,,,,,,,,,,,,
3864,9,7,2013,Mcomeau,,,,,15,I8,2,11,f,26,,,,,,,,,,,,,,,,,
3865,9,7,2013,Mcomeau,,,,,15,I8,2,11,m,30,,,,,,,,,,,,,,,,,
3866,9,7,2013,Mcomeau,,,,,15,I8,2,11,f,54,,,,,,,,,,,,,,,,,
3867,9,7,2013,Mcomeau,,,,,15,I8,2,12,i,19,,,,,,,,,,,,,,,,,
3868,9,7,2013,Mcomeau,,,,,15,I8,2,12,f,72,,,,,,,,,,,,,,,,,
3869,9,7,2013,Mcomeau,,,,,15,I8,2,12,i,18,,,,,,,,,,,,,,,,,
3870,9,7,2013,Mcomeau,,,,,15,I8,2,12,m,25,,,,,,,,,,,,,,,,,
3871,9,7,2013,Mcomeau,,,,,15,I8,2,12,f,39,,,,,,,,,,,,,,,,,
3872,9,7,2013,Mcomeau,,,,,15,I8,2,12,f,29,,,,,,,,,,,,,,,,,
3873,9,7,2013,Mcomeau,,,,,15,I8,2,12,f,43,,,,,,,,,,,,,,,,,
3874,9,7,2013,Mcomeau,,,,,15,I8,2,12,f,25,,,,,,,,,,,,,,,,,
3875,9,7,2013,Mcomeau,,,,,15,I8,2,13,f,27,,,,,,,,,,,,,,,,,
3876,9,7,2013,Mcomeau,,,,,15,I8,2,13,f,23,,,,,,,,,,,,,,,,,
3877,9,7,2013,Mcomeau,,,,,15,I8,2,13,m,40,,,,,,,,,,,,,,,,,
3878,9,7,2013,Mcomeau,,,,,15,I8,2,13,m,45,,,,,,,,,,,,,,,,,
3879,9,7,2013,Mcomeau,,,,,15,I8,2,13,m,24,,,,,,,,,,,,,,,,,
3880,9,7,2013,Mcomeau,,,,,15,I8,2,13,i,10,,,,,,,,,,,,,,,,,
3881,9,7,2013,Mcomeau,,,,,15,I8,2,14,i,12,,,,,,,,,,,,,,,,,
3882,9,7,2013,Mcomeau,,,,,15,I8,2,14,f,34,,,,,,,,,,,,,,,,,
3883,9,7,2013,Mcomeau,,,,,15,I8,2,14,m,36,,,,,,,,,,,,,,,,,
3884,9,7,2013,Mcomeau,,,,,15,I8,2,14,m,27,,,,,,,,,,,,,,,,,
3885,9,7,2013,Mcomeau,,,,,15,I8,2,14,f,27,,,,,,,,,,,,,,,,,
3886,9,7,2013,Mcomeau,,,,,15,I8,2,14,f,68,,,,,,,,,,,,,,,,,
3887,9,7,2013,Mcomeau,,,,,15,I8,2,14,m,45,,,,,,,,,,,,,,,,,
3888,9,7,2013,Mcomeau,,,,,15,I8,2,14,i,13,,,,,,,,,,,,,,,,,
3889,9,7,2013,Mcomeau,,,,,15,I8,2,15,m,27,,,,,,,,,,,,,,,,,
3890,9,7,2013,Mcomeau,,,,,15,I8,2,15,f,23,,,,,,,,,,,,,,,,,
3891,9,7,2013,Mcomeau,,,,,15,I8,2,15,i,16,,,,,,,,,,,,,,,,,
3892,9,7,2013,Mcomeau,,,,,15,I8,2,15,m,53,,,,,,,,,,,,,,,,,
3893,9,7,2013,Mcomeau,,,,,15,I8,2,15,m,37,,,,,,,,,,,,,,,,,
3894,9,7,2013,Mcomeau,,,,,15,I8,2,15,i,16,,,,,,,,,,,,,,,,,
3895,9,7,2013,Mcomeau,,,,,15,I8,2,15,m,28,,,,,,,,,,,,,,,,,
3896,9,7,2013,Mcomeau,,,,,15,I8,2,16,f,56,,,,,,,,,,,,,,,,,
3897,9,7,2013,Mcomeau,,,,,15,I8,2,16,f,24,,,,,,,,,,,,,,,,,
3898,9,7,2013,Mcomeau,,,,,15,I8,2,16,m,31,,,,,,,,,,,,,,,,,
3899,9,7,2013,Mcomeau,,,,,15,I8,2,16,f,44,,,,,,,,,,,,,,,,,
3900,9,7,2013,Mcomeau,,,,,15,I8,2,16,m,102,,,,,,,,,,,,,,,,,
3901,9,7,2013,Mcomeau,,,,,15,I8,2,16,f,45,,,,,,,,,,,,,,,,,
3902,9,7,2013,Mcomeau,,,,,15,I8,2,17,i,13,,,,,,,,,,,,,,,,,
3903,9,7,2013,Mcomeau,,,,,15,I8,2,17,m,26,,,,,,,,,,,,,,,,,
3904,9,7,2013,Mcomeau,,,,,15,I8,2,17,f,23,,,,,,,,,,,,,,,,,
3905,9,7,2013,Mcomeau,,,,,15,I8,2,17,m,27,,,,,,,,,,,,,,,,,
3906,9,7,2013,Mcomeau,,,,,15,I8,2,17,m,23,,,,,,,,,,,,,,,,,
3907,9,7,2013,Mcomeau,,,,,15,I8,2,18,i,19,,,,,,,,,,,,,,,,,
3908,9,7,2013,Mcomeau,,,,,15,I8,2,18,m,68,,,,,,,,,,,,,,,,,
3909,9,7,2013,Mcomeau,,,,,15,I8,2,18,f,68,,,,,,,,,,,,,,,,,
3910,9,7,2013,Mcomeau,,,,,15,I8,2,18,f,23,,,,,,,,,,,,,,,,,
3911,9,7,2013,Mcomeau,,,,,15,I8,2,18,m,28,,,,,,,,,,,,,,,,,
3912,9,7,2013,Mcomeau,,,,,15,I8,2,18,m,46,,,,,,,,,,,,,,,,,
3913,9,7,2013,Mcomeau,,,,,15,I8,2,18,m,50,,,,,,,,,,,,,,,,,
3914,9,7,2013,Mcomeau,,,,,15,I8,2,18,i,13,,,,,,,,,,,,,,,,,
3915,9,7,2013,Mcomeau,,,,,15,I8,2,19,f,31,,,,,,,,,,,,,,,,,
3916,9,7,2013,Mcomeau,,,,,15,I8,2,19,m,44,,,,,,,,,,,,,,,,,
3917,9,7,2013,Mcomeau,,,,,15,I8,2,19,f,60,,,,,,,,,,,,,,,,,
3918,9,7,2013,Mcomeau,,,,,15,I8,2,19,m,32,,,,,,,,,,,,,,,,,
3919,9,7,2013,Mcomeau,,,,,15,I8,2,20,m,95,,,,,,,,,,,,,,,,,
3920,9,7,2013,Mcomeau,,,,,15,I8,2,20,f,44,,,,,,,,,,,,,,,,,
3921,9,7,2013,Mcomeau,,,,,15,I8,2,20,f,23,,,,,,,,,,,,,,,,,
3922,9,7,2013,Mcomeau,,,,,15,I8,2,20,m,30,,,,,,,,,,,,,,,,,
3923,9,7,2013,Mcomeau,,,,,15,I8,2,20,m,23,,,,,,,,,,,,,,,,,
3924,9,7,2013,Mcomeau,,,,,15,I8,2,20,f,34,,,,,,,,,,,,,,,,,
3925,9,7,2013,Mcomeau,,,,,15,I8,2,20,m,24,,,,,,,,,,,,,,,,,
3926,9,7,2013,Rvienneau,,,,,15,I8,2,1,f,40,,,,,,,,,,,,,,,,,
3927,9,7,2013,Rvienneau,,,,,15,I8,2,1,m,22,,,,,,,,,,,,,,,,,
3928,9,7,2013,Rvienneau,,,,,15,I8,2,1,i,16,,,,,,,,,,,,,,,,,
3929,9,7,2013,Rvienneau,,,,,15,I8,2,1,f,65,,,,,,,,,,,,,,,,,
3930,9,7,2013,Rvienneau,,,,,15,I8,2,1,f,50,,,,,,,,,,,,,,,,,
3931,9,7,2013,Rvienneau,,,,,15,I8,2,1,f,36,,,,,,,,,,,,,,,,,
3932,9,7,2013,Rvienneau,,,,,15,I8,2,1,i,18,,,,,,,,,,,,,,,,,
3933,9,7,2013,Rvienneau,,,,,15,I8,2,1,m,73,,,,,,,,,,,,,,,,,
3934,9,7,2013,Rvienneau,,,,,15,I8,2,1,f,23,,,,,,,,,,,,,,,,,
3935,9,7,2013,Rvienneau,,,,,15,I8,2,1,i,18,,,,,,,,,,,,,,,,,
3936,9,7,2013,Rvienneau,,,,,15,I8,2,2,f,37,,,,,,,,,,,,,,,,,
3937,9,7,2013,Rvienneau,,,,,15,I8,2,2,f,33,,,,,,,,,,,,,,,,,
3938,9,7,2013,Rvienneau,,,,,15,I8,2,2,m,35,,,,,,,,,,,,,,,,,
3939,9,7,2013,Rvienneau,,,,,15,I8,2,2,f,79,,,,,,,,,,,,,,,,,
3940,9,7,2013,Rvienneau,,,,,15,I8,2,2,m,42,,,,,,,,,,,,,,,,,
3941,9,7,2013,Rvienneau,,,,,15,I8,2,2,f,40,,,,,,,,,,,,,,,,,
3942,9,7,2013,Rvienneau,,,,,15,I8,2,3,i,12,,,,,,,,,,,,,,,,,
3943,9,7,2013,Rvienneau,,,,,15,I8,2,3,i,16,,,,,,,,,,,,,,,,,
3944,9,7,2013,Rvienneau,,,,,15,I8,2,3,m,28,,,,,,,,,,,,,,,,,
3945,9,7,2013,Rvienneau,,,,,15,I8,2,3,i,17,,,,,,,,,,,,,,,,,
3946,9,7,2013,Rvienneau,,,,,15,I8,2,3,i,14,,,,,,,,,,,,,,,,,
3947,9,7,2013,Rvienneau,,,,,15,I8,2,3,f,45,,,,,,,,,,,,,,,,,
3948,9,7,2013,Rvienneau,,,,,15,I8,2,3,f,50,,,,,,,,,,,,,,,,,
3949,9,7,2013,Rvienneau,,,,,15,I8,2,3,m,26,,,,,,,,,,,,,,,,,
3950,9,7,2013,Rvienneau,,,,,15,I8,2,3,i,17,,,,,,,,,,,,,,,,,
3951,9,7,2013,Rvienneau,,,,,15,I8,2,3,m,36,,,,,,,,,,,,,,,,,
3952,9,7,2013,Rvienneau,,,,,15,I8,2,4,i,14,,,,,,,,,,,,,,,,,
3953,9,7,2013,Rvienneau,,,,,15,I8,2,4,m,28,,,,,,,,,,,,,,,,,
3954,9,7,2013,Rvienneau,,,,,15,I8,2,4,m,34,,,,,,,,,,,,,,,,,
3955,9,7,2013,Rvienneau,,,,,15,I8,2,4,f,28,,,,,,,,,,,,,,,,,
3956,9,7,2013,Rvienneau,,,,,15,I8,2,4,i,15,,,,,,,,,,,,,,,,,
3957,9,7,2013,Rvienneau,,,,,15,I8,2,4,m,92,,,,,,,,,,,,,,,,,
3958,9,7,2013,Rvienneau,,,,,15,I8,2,4,f,24,,,,,,,,,,,,,,,,,
3959,9,7,2013,Rvienneau,,,,,15,I8,2,5,m,47,,,,,,,,,,,,,,,,,
3960,9,7,2013,Rvienneau,,,,,15,I8,2,5,f,36,,,,,,,,,,,,,,,,,
3961,9,7,2013,Rvienneau,,,,,15,I8,2,5,m,26,,,,,,,,,,,,,,,,,
3962,9,7,2013,Rvienneau,,,,,15,I8,2,5,m,46,,,,,,,,,,,,,,,,,
3963,9,7,2013,Rvienneau,,,,,15,I8,2,5,m,89,,,,,,,,,,,,,,,,,
3964,9,7,2013,Rvienneau,,,,,15,I8,2,5,f,65,,,,,,,,,,,,,,,,,
3965,9,7,2013,Rvienneau,,,,,15,I8,2,5,f,59,,,,,,,,,,,,,,,,,
3966,9,7,2013,Rvienneau,,,,,15,I8,2,5,f,57,,,,,,,,,,,,,,,,,
3967,9,7,2013,Rvienneau,,,,,15,I8,2,5,f,27,,,,,,,,,,,,,,,,,
3968,9,7,2013,Rvienneau,,,,,15,I8,2,5,f,64,,,,,,,,,,,,,,,,,
3969,9,7,2013,Rvienneau,,,,,15,I8,2,6,f,42,,,,,,,,,,,,,,,,,
3970,9,7,2013,Rvienneau,,,,,15,I8,2,6,m,32,,,,,,,,,,,,,,,,,
3971,9,7,2013,Rvienneau,,,,,15,I8,2,6,f,38,,,,,,,,,,,,,,,,,
3972,9,7,2013,Rvienneau,,,,,15,I8,2,6,m,21,,,,,,,,,,,,,,,,,
3973,9,7,2013,Rvienneau,,,,,15,I8,2,6,f,71,,,,,,,,,,,,,,,,,
3974,9,7,2013,Rvienneau,,,,,15,I8,2,6,f,68,,,,,,,,,,,,,,,,,
3975,9,7,2013,Rvienneau,,,,,15,I8,2,6,f,31,,,,,,,,,,,,,,,,,
3976,9,7,2013,Rvienneau,,,,,15,I8,2,7,f,24,,,,,,,,,,,,,,,,,
3977,9,7,2013,Rvienneau,,,,,15,I8,2,7,f,27,,,,,,,,,,,,,,,,,
3978,9,7,2013,Rvienneau,,,,,15,I8,2,7,f,53,,,,,,,,,,,,,,,,,
3979,9,7,2013,Rvienneau,,,,,15,I8,2,7,f,25,,,,,,,,,,,,,,,,,
3980,9,7,2013,Rvienneau,,,,,15,I8,2,8,f,40,,,,,,,,,,,,,,,,,
3981,9,7,2013,Rvienneau,,,,,15,I8,2,8,m,30,,,,,,,,,,,,,,,,,
3982,9,7,2013,Rvienneau,,,,,15,I8,2,9,i,19,,,,,,,,,,,,,,,,,
3983,9,7,2013,Rvienneau,,,,,15,I8,2,9,i,16,,,,,,,,,,,,,,,,,
3984,9,7,2013,Rvienneau,,,,,15,I8,2,9,m,22,,,,,,,,,,,,,,,,,
3985,9,7,2013,Rvienneau,,,,,15,I8,2,9,i,13,,,,,,,,,,,,,,,,,
3986,9,7,2013,Rvienneau,,,,,15,I8,2,9,f,77,,,,,,,,,,,,,,,,,
3987,9,7,2013,Rvienneau,,,,,15,I8,2,10,m,34,,,,,,,,,,,,,,,,,
3988,9,7,2013,Rvienneau,,,,,15,I8,2,10,m,56,,,,,,,,,,,,,,,,,
3989,9,7,2013,Rvienneau,,,,,15,I8,2,10,f,30,,,,,,,,,,,,,,,,,
3990,9,7,2013,Rvienneau,,,,,15,I8,2,10,m,20,,,,,,,,,,,,,,,,,
3991,9,7,2013,Rvienneau,,,,,15,I8,2,10,m,30,,,,,,,,,,,,,,,,,
3992,9,7,2013,Rvienneau,,,,,15,I8,2,10,m,41,,,,,,,,,,,,,,,,,
3993,9,7,2013,Rvienneau,,,,,15,I8,2,10,f,36,,,,,,,,,,,,,,,,,
3994,9,7,2013,Rvienneau,,,,,15,I8,2,10,f,71,,,,,,,,,,,,,,,,,
3995,9,7,2013,Rvienneau,,,,,15,I8,2,10,m,50,,,,,,,,,,,,,,,,,
3996,9,7,2013,Rvienneau,,,,,15,I8,2,11,m,56,,,,,,,,,,,,,,,,,
